Total Income,Age,Gender,Dependents,Occupation,Rent,Loan_Repayment,Insurance,Shopping,Transport,Eating_Out,Entertainment,Utilities,Healthcare,School Fees,Miscellaneous,Expenses,Disposable_Income
137857.5,36,Male,4,Self_Employed,19571.50545,0,2471,14635.8,5794.5,2144.7,4002.8,4257.3,2988.6,9185.1,1921.2,66972.5,110286
59817.8,60,Female,3,Retired,5945.344062,1710.10644,789.1,2034.3,1433.5,860.8,927.4,1211.9,909.9,1872.5,571.5,18266.3,47854.3
55711.7,59,Male,2,Self_Employed,3142.330075,1266.930849,599.4,1706.9,1182.7,444.5,591.4,899.1,749.4,1026.4,294.1,11903.2,44569.3
60081.4,52,Female,4,Student,4016.270896,0,832.2,2697.8,1445.2,943,674.9,920.7,788.4,1878.3,566.4,14763.2,48065.1
102397.1,39,Male,1,Self_Employed,9359.567582,8081.245454,1333,8226.5,3698.1,2269.9,1919.5,4147.9,2241.6,5064.3,1561,47902.6,81917.7
79024.8,41,Male,3,Retired,11707.45086,4031.548581,1813.7,5315.6,2716.8,1061.1,1038.2,2710.5,1789.2,2707.7,772.8,35664.7,63219.9
59636.5,27,Female,0,Self_Employed,3927.29662,0,941.2,1982.8,1337.5,958.8,512.8,981.3,728.4,0,212.7,11582.7,47709.2
85232.3,19,Female,1,Self_Employed,13569.68857,7866.640734,1965.6,6066.9,2926.4,2231.1,1125.5,3237,1634.4,3858.7,1272.7,45754.7,68185.8
72422.7,45,Male,4,Student,6484.544062,0,818.4,4768.3,2125.9,1548.1,1095.6,1834,1376.9,1918.6,932.7,22903.1,57938.2
105112.3,58,Male,0,Student,19533.6881,4564.024827,2843.2,7816.6,4281.7,2278.3,3059.9,3422,2382.9,0,1480,51662.3,84089.8
57108.1,54,Male,1,Retired,5132.444735,3202.131228,504.6,2130.1,948.8,383.3,693.7,748.1,679.3,1619.2,487.1,16528.7,45686.5
63082.3,34,Male,2,Retired,4616.467268,3961.182748,566.9,3116.6,1796.6,938.6,604.8,1103.4,1060.6,1863.8,426.2,20055.2,50465.9
61922.4,23,Male,4,Student,4384.488392,0,491.8,3157.3,1536.2,1020.5,600.2,1666.5,686.3,1602.3,510.4,15655.9,49538
49303.5,60,Female,0,Professional,1860.690231,486.2624039,199.2,1280.8,715.4,399.4,233.4,550.7,440.7,0,103.9,6270.5,39442.8
78019.3,22,Male,2,Student,7603.85755,3488.950829,1721.1,5630.3,2250.1,1505.2,904.2,3024,1354.8,3210.1,964.3,31656.9,62415.4
76967.6,56,Female,0,Professional,7393.518123,6914.392699,1674.4,5063.2,2305.1,1371.9,1724,2411,1839.2,0,595.3,31291.9,61574.1
70123,24,Male,3,Self_Employed,6024.594863,0,632.4,3443.9,1815,1467.9,1172.2,1319.5,954.8,2047.8,858.7,19736.9,56098.4
64866.7,49,Male,3,Retired,7459.995945,4433.243478,1031.2,3600.2,1877.6,1225.3,689.3,1649.5,1020.5,2083.6,388,25458.5,51893.3
49668.8,21,Female,4,Self_Employed,1933.753389,1198.46765,267.1,1212.5,654.3,380.8,283.7,436.4,320.6,515,184.4,7387,39735
61427.6,38,Male,0,Self_Employed,4285.525626,0,571.7,3126.7,1220.8,600.2,652.7,1575.8,717.3,0,398.7,13149.5,49142.1
62806,59,Male,3,Student,4561.209621,0,840.6,2355.5,1488.2,752,882.1,1648.2,833.4,1704.4,659.3,15724.9,50244.8
55790,49,Male,1,Retired,4736.994022,0,532.7,2090,1051.5,407.8,618.7,799.5,746.3,958.2,409.8,12351.5,44632
66368.5,35,Female,1,Professional,7910.539688,0,677,2654.6,1995.3,692.2,657.1,1840,1309.7,1768,391,19895.4,53094.8
81447.9,50,Female,3,Student,12434.38057,0,836,4455.1,2401.5,1092.2,1572.3,2866.2,1565.8,3841.3,932.4,31997.2,65158.3
175659.2,31,Male,3,Student,40697.76994,17920.39264,4025.8,15621.2,7877.8,2747.1,3480.6,7084.4,5110.1,8475.8,3471,116512,140527.4
74496.6,23,Female,4,Self_Employed,5174.484119,0,1109.5,4725,1872.9,693.8,707.1,2225.5,1451,1892.5,882.8,20734.6,59597.2
76864.1,28,Female,4,Professional,5529.612326,2290.088665,1262.8,4459.5,1998.4,1623.6,992.5,1489.9,1460.6,2615.4,477.9,24200.2,61491.3
68265.5,63,Male,1,Student,5653.092478,4804.322626,911.5,3452.9,1499.8,956,1234.5,1553.5,990.6,2206.7,644,23906.6,54612.4
46463.6,37,Female,2,Retired,1939.06831,0,203,741.8,327.9,135,284.5,298.6,223.3,559.2,124.4,4836.8,37170.8
69370.4,46,Female,0,Professional,4405.555228,0,1436.2,4175.5,1664.7,1318.9,719.3,1307.9,1422.4,0,301.6,16752.1,55496.3
71480.9,52,Male,2,Student,6296.18338,1934.589629,1498.4,4664.8,1817.6,1063.4,1149.1,2112,1041,2379.7,428.2,24385.1,57184.7
255248,33,Female,4,Self_Employed,64574.4142,0,6831.2,32106.6,14442.5,6799.3,8137.4,9135.5,7191.4,20390.2,5644.6,175253.1,204198.4
65721,24,Female,2,Student,5144.204275,3770.320822,1240.8,3243.2,1489.1,536.6,852.2,1138.4,1164.2,2467.5,392.1,21438.5,52576.8
78184.7,57,Female,4,Professional,7636.942625,2561.591697,863.5,3902.7,2969.5,1166.5,1648.6,2375,1893.5,3338.3,1050.9,29407.1,62547.8
69178.4,53,Male,2,Self_Employed,8753.513491,0,594.7,3061,1498.6,597.5,1320.6,2204.7,919.5,2116.9,325.6,21392.7,55342.7
51778.3,61,Female,1,Student,3533.476206,0,352.5,1691.7,739.4,286.3,437.3,769.6,544.3,1014.7,162.4,9531.7,41422.6
114847.7,61,Male,4,Professional,14969.54376,0,1913,9718.6,4131.4,2628.3,1533.1,3804.4,3031.7,5526.5,2170.3,49426.8,91878.2
94748.2,48,Female,1,Professional,16424.44877,0,2251.9,5969.3,2810.4,1797.3,2646.4,4017.8,1720.6,4873.4,556.6,43068.2,75798.5
96487.7,59,Female,2,Self_Employed,16946.31041,6499.078388,2191,7165,3471.3,1247.1,1534.8,3358.9,2733.5,3693.3,1567.9,50408.2,77190.2
54493.3,61,Female,3,Self_Employed,4347.994105,0,713.6,1895.2,1017.2,307.7,512.5,642.9,457.3,1034.2,220.8,11149.5,43594.7
132151.4,60,Female,3,Retired,13822.70936,0,3927.2,13165.2,7110.1,3629.8,2986.5,7156.3,3907.2,8200.1,2309.7,66214.7,105721.1
49773.9,60,Male,0,Retired,1954.781884,0,311.2,1300,498.3,250.1,289.6,532.7,414.1,0,128.8,5679.7,39819.1
87975.1,64,Male,3,Student,9595.028927,4989.785861,1346.4,5957.8,3559.3,2305.3,1266.9,3437.3,2070.5,4561.2,645.2,39734.8,70380.1
213046.8,23,Male,0,Retired,34609.35322,0,3744,22522.2,9437.5,6470.9,7193,12142.7,7967.4,0,4603,108690.1,170437.4
53582.3,46,Female,2,Retired,2716.462301,0,379.3,1449.1,833,331.9,318.5,887.8,610.1,1210.7,208.7,8945.5,42865.8
59070.8,44,Male,0,Self_Employed,3814.16316,0,485.7,2140.1,1324.1,803.5,876.5,1024.2,614.9,0,430,11513.3,47256.7
72489.5,60,Male,0,Student,9746.864752,3646.060148,1467.6,4108.9,1897.5,1407.4,1330.9,2311.1,1434.2,0,438.7,27789.3,57991.6
60053.8,19,Male,0,Professional,4010.752766,0,597.1,2219.8,1550.1,775.6,764.7,1523.5,611.5,0,478,12531,48043
48676.9,39,Female,1,Self_Employed,2603.076026,1185.41149,351.5,1295.2,573.6,361.4,320.5,680.4,406.5,829.9,96.2,8703.8,38941.5
71691.5,26,Male,0,Professional,6338.29528,0,1249.8,4038.6,2178.7,1539.6,1069.9,1692.6,1174.6,0,629.1,19911.2,57353.2
52824.5,28,Female,4,Retired,1923.669242,0,279.3,1374.2,711.3,331.2,306.6,802.5,578.8,1209.1,202,7718.7,42259.6
83819.2,33,Female,2,Retired,13145.75012,3113.677388,906.1,6403.7,2775.6,1924.6,1718.8,3138.4,1676.4,4273.1,602.8,39679,67055.3
54377.4,62,Female,1,Retired,2875.481337,0,479.5,1947.8,719.6,467.2,432.1,1145.3,432.8,1333.6,151.5,9984.9,43501.9
143663,30,Male,4,Professional,31098.8892,0,4952.4,10567.8,6750.3,3463.9,4568.5,6077.9,4240.8,7266.4,1527.2,80514.1,114930.4
56032.1,35,Female,2,Student,2404.819294,0,628.1,1894.5,1040,620.9,549.7,777.1,606.8,1182.5,332.7,10037.2,44825.7
63186,42,Female,1,Self_Employed,4637.197776,0,1059.8,2812.3,1430.2,751.4,876.5,1755.8,861.6,1436.4,394,16015.3,50548.8
97513,50,Male,2,Retired,8626.951263,0,1226.1,7273.6,3900.7,1235.7,2551.4,4158.6,2170.8,3738.1,1205,36087,78010.4
51206.6,27,Male,3,Retired,2241.326809,935.2952687,351.3,1297.7,812.3,256.2,331.7,854,500.4,687.4,288.5,8556.2,40965.3
75987.3,47,Male,2,Student,10796.1817,2368.724066,783.3,4897.4,1858.8,1518.4,930.3,1513,1351.2,2104.9,980.2,29102.4,60789.8
125362.9,18,Male,3,Self_Employed,12804.43506,12629.01417,2580.5,10867.2,4970.9,2204.8,3397.4,4128.2,3926.7,4693.1,1354.2,63556.5,100290.3
48291.3,50,Female,3,Student,1658.266669,480.442658,236.5,848.7,452.1,253.1,383,433.9,274.1,660.5,135,5815.6,38633.1
74775.2,32,Female,2,Student,6955.039857,0,1656.8,3614.4,2013.1,835.5,1581.1,2234,1135.9,2444.3,887,23357.2,59820.2
76932.9,46,Female,3,Retired,7386.586384,0,1645.2,4300.8,2023.9,1265.1,1810,2737.6,1145.1,2817.6,976.2,26107.9,61546.3
96073.1,19,Male,1,Retired,16821.92129,0,2478,7433.3,4153.1,1370.6,1855.9,4034.2,2155.1,5009.6,1162.1,46473.8,76858.5
51152.2,28,Male,3,Student,2230.440056,0,231.4,1476.7,577.3,541.3,478.7,591.6,483.3,951.3,304.2,7866.2,40921.8
50431.5,51,Male,0,Professional,2086.304207,0,367.6,1140.5,560.6,515.3,510,739.8,495,0,108,6523,40345.2
85547.3,58,Male,1,Retired,6832.090134,6775.578512,1043.8,6587.7,3100.3,1100.4,1788,2958.8,2267.2,2380.2,643.1,35477.2,68437.8
78045.6,36,Female,1,Self_Employed,11413.67635,0,1749,4782.5,3036.2,1479.4,1326.2,2029.6,1758.8,3335.5,871.4,31782.3,62436.5
76656.5,19,Female,1,Retired,7331.306569,0,1230.3,4729.5,2844.7,1682.5,1551.3,1608.7,1734.3,2019.6,1013.6,25745.7,61325.2
79581.3,37,Male,0,Professional,5937.190041,7755.888213,907,5520.3,2709.3,1341.5,1009.7,2593.7,1809.3,0,547.1,30130.9,63665
57412.3,58,Female,0,Professional,5223.693925,0,862.1,1841.3,1078.9,355.9,608.5,1141.9,791.7,0,356.5,12260.6,45929.9
76125.5,48,Female,0,Student,10837.66465,0,1034.7,4559,2225.6,789.8,1356.6,1644,1168,0,902.4,24517.9,60900.4
77926.7,21,Female,0,Student,11378.01012,6955.020539,985.8,5111.4,2881.6,1501.7,1535.8,2969.4,1463.2,0,472,35253.9,62341.4
56940.7,46,Male,0,Professional,3388.130637,0,625.7,1867.2,864.4,673,416.6,715.9,622.9,0,405.8,9579.5,45552.5
173462,47,Male,4,Self_Employed,26692.40527,0,4609,14502.3,7832.5,5264.6,3892.3,9100.5,5425.5,11095.5,3146.5,91561,138769.6
83827.6,30,Female,4,Student,6574.139753,0,1237.5,6434.4,2376.8,1579.1,1272.3,3447.9,1791.4,4035.7,608.9,29358.1,67062.1
51567,32,Male,0,Professional,2313.396224,0,487.2,1607.5,649.2,557.3,392.3,783.3,539.1,0,285.8,7615.1,41253.6
90726.1,37,Male,1,Self_Employed,10145.21693,0,1455,5140.1,2657.1,2049.1,1735.1,3513.5,1641.8,3268.2,1209.4,32814.7,72580.9
53755.7,51,Female,3,Self_Employed,2063.352445,0,417.5,1652.5,794.3,276.8,505.5,575.3,629.9,1262.7,226.5,8404.5,43004.5
96309.6,45,Female,3,Professional,16892.88049,0,2308.6,6147.8,3223.1,2112.1,2558.4,4031.3,2704.7,4189.7,958.7,45127.4,77047.7
115798.1,37,Male,4,Professional,15159.62938,7498.869928,2815.3,8779.3,4381.2,3108.6,3288.1,3343.6,2558.4,7310.3,1388.7,59632.1,92638.5
55559.2,42,Male,0,Self_Employed,3111.838206,1279.144089,446,1779.3,882.7,448.7,355.2,694,733.4,0,380.4,10110.6,44447.4
104838.4,44,Male,2,Self_Employed,19451.52515,0,3091.7,9723.6,3679.4,2755.4,1316,3604.8,2289.2,5522.4,1007.2,52441.3,83870.7
81738.4,47,Male,3,Professional,6260.763474,0,1734.8,6209.7,3110.3,1748.5,940,2479.1,1407.5,2153.1,953.5,26997.3,65390.7
97907.4,58,Male,3,Professional,11581.48378,11236.92506,1683.2,6049.1,4163.9,1566.8,2176.6,3112.7,2004.2,3980.5,1192.5,48747.9,78325.9
176815.3,37,Male,1,Retired,20522.2935,0,6277,15328.2,9653.3,6821.5,4110.4,6937.7,4469.7,10396.4,4074.7,88591.2,141452.2
64652.7,18,Male,3,Self_Employed,3697.906704,2873.79874,724.4,3426.4,1408.9,839.1,1078.7,1241.7,1131.8,2338.9,685.8,19447.5,51722.2
56415.2,52,Male,4,Student,3283.042348,0,808.8,2161.2,1115.6,519,656.6,1147.2,726.6,925.6,443.2,11786.8,45132.2
54725.6,60,Male,0,Retired,2208.836382,0,695.6,1530.2,1067.1,422.5,383.3,1140.3,475.8,0,172.5,8096.2,43780.5
55620,41,Female,0,Retired,3123.990657,0,500.3,1600.9,879.6,665.9,415.8,1007,481.9,0,389.5,9064.9,44496
68205.5,42,Female,3,Self_Employed,4230.820853,2901.225151,1125.2,3053,1763.7,621.2,1235.6,2179.1,1292.3,2486.7,521.3,21410.1,54564.4
79413.9,57,Male,2,Self_Employed,11824.17491,0,1421.5,4794.9,2647.9,1890.4,1571.7,1681,1883.2,2164.5,1046.7,30925.9,63531.1
77432.9,29,Female,4,Retired,11229.87027,0,1665.9,5362.6,2153.5,1165.8,1142.5,2663.4,1237.1,3414.2,1046.5,31081.3,61946.3
98145.2,28,Female,3,Self_Employed,17443.57135,0,2667.2,6896.8,4179.8,2814.7,2779,3362.5,2404.7,4272.2,703.4,47524,78516.2
70313.7,47,Female,4,Self_Employed,9094.102176,0,1179.5,3461.8,2043.2,1220.6,958.8,1346.7,1249.4,3009.2,754.4,24317.7,56250.9
135968.9,30,Female,2,Student,19193.78888,0,3518.9,11034.9,5677.5,3572.4,2220.9,7326,3976.9,5328.8,1178.7,63028.8,108775.2
64275.6,64,Male,4,Professional,7282.681343,1672.791619,732.7,3189.9,1477.8,1123.8,637.9,1309.9,753.7,1950.4,303.8,20435.3,51420.5
304365.5,42,Female,4,Retired,79309.6579,0,12425.5,31318.6,16117.4,12301.4,7329,17148.5,7984.9,24201.1,2725.7,210861.8,243492.4
89488.1,42,Female,4,Self_Employed,14846.4155,3710.838891,1889.7,6077.2,3171.9,2011.3,2402.3,2851.1,1923,4549.9,1413.7,44847.4,71590.4
55111.7,34,Female,0,Professional,3022.346221,0,332.8,1819.3,1002.3,399.9,513.3,677.5,457.2,0,261,8485.8,44089.4
52736.6,29,Male,2,Professional,3820.993926,0,510.2,1518.4,819.7,284,504,797.2,567.6,1139.1,178.8,10140,42189.3
